신호등순번,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,신호기설치방식,도로형태,주도로여부,신호등관리번호,신호등구분,신호등색종류,신호등화방식,신호등화순서,광원종류,신호제어방식,신호시간결정방식,점멸등운영여부,점멸등운영시작시각,점멸등운영종료시각,보행자작동신호기유무,잔여시간표시기유무,시각장애인용음향신호기유무,시군코드,관리기관명,관리기관전화번호,데이터기준일자
15272,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83784686,127.1319458,03,02,Y,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15273,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83786743,127.1319796,03,02,Y,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15274,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83764782,127.1318359,03,02,N,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15275,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83761802,127.131878,03,02,N,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15276,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83747115,127.132201,03,02,Y,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15277,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83749401,127.132232,03,02,Y,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15278,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.83772285,127.1323027,03,02,N,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15279,전라북도,전주시,시도,,백제대로,03,전라북도 전주시 덕진구 가리내로 30,전라북도 전주시 덕진구 금암동 796,35.8377412,127.1322718,03,02,N,13,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15280,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83769015,127.1265309,03,02,Y,14,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15281,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83766265,127.1265618,03,02,Y,14,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15282,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.8375114,127.126719,03,02,Y,14,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15283,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83753432,127.1266909,03,02,Y,14,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15284,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83742442,127.1267076,03,02,N,14,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15285,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83740614,127.1266795,03,02,N,14,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15286,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83553235,127.123452,03,02,N,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15287,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83554835,127.1234829,03,02,N,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15288,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83557567,127.1236291,03,02,Y,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15289,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83555961,127.1236657,03,02,Y,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15290,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83548616,127.1238483,03,02,Y,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15291,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83547467,127.1238904,03,02,Y,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15292,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83538764,127.1239297,03,02,N,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15293,전라북도,전주시,시도,,백제대로,03,,전라북도 전주시 덕진구 덕진동1가 1442,35.83535789,127.123924,03,02,N,15,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15294,전라북도,전주시,지방도,17,동부대로,02,,전라북도 전주시 덕진구 우아동3가 743,35.85432274,127.1579065,03,01,Y,37,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15295,전라북도,전주시,지방도,17,동부대로,02,,전라북도 전주시 덕진구 우아동3가 743,35.85431362,127.1578755,03,01,Y,37,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15296,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 743,35.85435462,127.1580303,03,01,Y,37,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15297,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 743,35.85435009,127.1579993,03,01,Y,37,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15298,전라북도,전주시,지방도,17,동부대로,02,,전라북도 전주시 덕진구 우아동3가 744,35.85167708,127.1591553,03,01,Y,38,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15299,전라북도,전주시,지방도,17,동부대로,02,,전라북도 전주시 덕진구 우아동3가 744,35.85168618,127.1591947,03,01,Y,38,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15300,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 744,35.85172037,127.15931,03,01,Y,38,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15301,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 744,35.85173405,127.1593551,03,01,Y,38,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15302,전라북도,전주시,지방도,17,동부대로,02,,전라북도 전주시 덕진구 우아동3가 292-13,35.84396686,127.1649744,03,02,Y,39,01,03,03,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15303,전라북도,전주시,지방도,17,동부대로,02,,전라북도 전주시 덕진구 우아동3가 292-13,35.84395731,127.1652612,03,02,Y,39,01,03,03,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15304,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 292-13,35.84392065,127.1652892,03,02,Y,39,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15305,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 292-13,35.84396424,127.1652162,03,02,Y,39,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15306,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 292-13,35.84394826,127.1651824,03,02,Y,39,01,03,03,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15307,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 292-13,35.84397576,127.16516,03,02,Y,39,01,03,03,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15308,전라북도,전주시,지방도,17,동부대로,01,,전라북도 전주시 덕진구 우아동3가 292-13,35.84395774,127.1649519,03,02,Y,39,01,03,03,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,N,N,01,전주시,063-222-1000,2021-12-21
15309,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84482269,127.1381958,03,02,Y,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15310,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84481816,127.1381564,03,02,Y,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15311,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84471073,127.1380156,03,02,N,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15312,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84468553,127.1380268,03,02,N,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15313,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84472179,127.1383474,03,02,N,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15314,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84469202,127.1383586,03,02,N,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15315,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.844564,127.1382094,03,02,Y,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15316,전라북도,전주시,시도,,조경단로,03,,전라북도 전주시 덕진구 금암동 632-115,35.84455259,127.1381728,03,02,Y,40,01,04,04,녹색+황색+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15317,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 747,35.84928705,127.1521981,03,01,Y,41,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15318,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 747,35.84928699,127.1522423,03,01,Y,41,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15319,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 737,35.84919279,127.1521013,03,01,Y,41,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15320,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 737,35.84919509,127.1520572,03,01,Y,41,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15321,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 737,35.84924962,127.1520504,03,01,Y,41,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15322,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 747,35.84927935,127.1520673,03,01,Y,41,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15323,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 742,35.8450665,127.1533342,03,02,Y,42,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15324,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 742,35.84507332,127.1533679,03,02,Y,42,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15325,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 742,35.84481014,127.1533084,03,02,Y,42,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15326,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 742,35.84481925,127.1533478,03,02,Y,42,01,04,04,녹색+황색+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15327,전라북도,전주시,시도,,도당산로,03,,전라북도 전주시 덕진구 우아동3가 749,35.84399874,127.153909,03,02,Y,43,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15328,전라북도,전주시,시도,,도당산로,03,,전라북도 전주시 덕진구 우아동3가 749,35.84397813,127.1539174,03,02,Y,43,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15329,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 749,35.84406528,127.153791,03,02,Y,43,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15330,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 749,35.8440721,127.1538304,03,02,Y,43,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15331,전라북도,전주시,시도,,도당산로,03,,전라북도 전주시 덕진구 우아동3가 694-7,35.84382965,127.1536669,03,02,Y,43,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15332,전라북도,전주시,시도,,도당산로,03,,전라북도 전주시 덕진구 우아동3가 694-7,35.84385255,127.1536585,03,02,Y,43,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15333,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 758,35.84379066,127.1537287,03,02,Y,43,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15334,전라북도,전주시,시도,,견훤로,03,,전라북도 전주시 덕진구 우아동3가 758,35.84379289,127.153768,03,02,Y,43,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,7:00,N,Y,N,01,전주시,063-222-1000,2021-12-21
15335,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 868-7,35.88563185,127.0771696,03,01,Y,49,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15336,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 868-7,35.88562954,127.0772062,03,01,Y,49,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15337,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 58-1,35.88548769,127.0770795,03,01,Y,49,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15338,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 58-1,35.88549229,127.0770485,03,01,Y,49,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,Y,0:00,6:30,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15339,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 205-1,35.87798829,127.076622,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15340,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 205-1,35.87799056,127.0766642,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15341,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 고랑동 1179-5,35.87795616,127.0767598,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15342,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 고랑동 611-52,35.87794469,127.0767963,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15343,전라북도,전주시,일반국도,26,혁신로,02,,전라북도 전주시 덕진구 반월동 205-1,35.8779563,127.0765291,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15344,전라북도,전주시,일반국도,26,혁신로,02,,전라북도 전주시 덕진구 반월동 205-1,35.8779151,127.0765235,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15345,전라북도,전주시,일반국도,26,혁신로,02,,전라북도 전주시 덕진구 반월동 205-1,35.87762436,127.0765485,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15346,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 205-1,35.87761289,127.0765851,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15347,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 873-34,35.8775739,127.0766975,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15348,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 고랑동 1179-5,35.8775693,127.0767313,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15349,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 고랑동 611-60,35.877599,127.0768326,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15350,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 고랑동 611-60,35.87762418,127.0768354,03,02,Y,50,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,Y,01,전주시,063-222-1000,2021-12-21
15351,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 반월동 873-1,35.8735693,127.0743648,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15352,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 반월동 873-1,35.87359218,127.0743873,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15353,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 반월동 873-1,35.87366313,127.0744071,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15354,전라북도,전주시,시도,,쪽구름로,03,,전라북도 전주시 덕진구 반월동 873-1,35.87367915,127.0744155,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15355,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 225-3,35.8736814,127.0744774,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15356,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 873-1,35.87366079,127.0745027,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15357,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 873-1,35.87340207,127.0745615,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15358,전라북도,전주시,시도,,삼례로,03,,전라북도 전주시 덕진구 반월동 873-1,35.87341812,127.074525,03,02,Y,51,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15359,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1217-1,35.87108176,127.0730603,03,02,Y,52,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15360,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1217-1,35.87106802,127.0730828,03,02,Y,52,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15361,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 반월동 261-7,35.87113656,127.073305,03,02,Y,52,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15362,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 반월동 261-6,35.87114115,127.0732713,03,02,Y,52,01,03,03,녹색+황색+녹색화살표+적색,02,03,01,N,,,N,Y,N,01,전주시,063-222-1000,2021-12-21
15363,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 1214-7,35.86873368,127.0720344,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15364,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 1214-7,35.868768,127.0720598,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15365,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 1214-7,35.86893049,127.0721302,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15366,전라북도,전주시,시도,,기린대로,03,,전라북도 전주시 덕진구 여의동 1214-7,35.86888473,127.0720936,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15367,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1217-2,35.86908853,127.072001,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15368,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1217-2,35.86909999,127.0719644,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15369,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1214-7,35.86873602,127.0719557,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15370,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1217-2,35.86875207,127.0719163,03,02,Y,53,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,23:00,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15371,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1140-9,35.86313597,127.0692565,03,02,Y,54,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,9:30,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15372,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1140-9,35.86312225,127.0692311,03,02,Y,54,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,9:30,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15373,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1141-7,35.86338776,127.0692904,03,02,Y,54,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,9:30,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15374,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1141-7,35.86339466,127.0692426,03,02,Y,54,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,9:30,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
15375,전라북도,전주시,시도,,혁신로,03,,전라북도 전주시 덕진구 여의동 1315-2,35.86344971,127.0690402,03,02,Y,54,01,04,04,녹색+황색+녹색화살표+적색,02,03,01,Y,9:30,6:30,N,Y,N,01,전주시,063-222-1000,2021-12-21
